Weighting,Starting Battery Capacity (Wh),Route Distance (m),Travel Time (s),CS stops,CS Stop Duration (s),Algorithm Runtime (s),Remaining Battery Capacity At End (Wh),Number of EVs Charging,Start Edge,End Edge
D,2250,1244.95,748.00,0,[],0.061553239822387695,1960.93,[],101850720#1,-159131967
D,2250,2330.68,1545.00,0,[],0.9998576641082764,1891.83,[],-75313258#3,-171645490
D,2250,3376.08,674.00,0,[],0.18315577507019043,1327.48,[],121174584#1,799717910
D,2250,4359.39,5551.00,0,[],0.8302116394042969,992.64,[],27946839#1,818552203#3
D,2250,1440.69,160.00,0,[],0.1426224708557129,1911.38,[],163566186#3,-28039469
D,2250,2928.09,5280.00,0,[],0.6665706634521484,1751.30,[],-198725308#1,171879642#1
D,2250,213.14,152.00,0,[],0.004502773284912109,2195.80,[],28081598#1,172454782#2
D,2250,1759.27,1497.00,0,[],0.3823275566101074,1884.12,[],155767482,-28039375#0
D,2250,2470.68,4415.00,0,[],0.3112668991088867,1816.86,[],28022555#1,163566222
D,2250,1384.06,258.00,0,[],0.6145272254943848,1985.48,[],679601200#0,589896292#1
D,2250,1945.86,1305.00,0,[],0.1496279239654541,1833.28,[],-171647548#4,-159131996#2
D,2250,3227.62,400.00,0,[],0.3462960720062256,1386.92,[],-122066617#2,28078586
D,2250,2913.00,2023.00,0,[],0.5880043506622314,1807.58,[],-90542365#7,-353919596
D,2250,3306.68,2754.00,0,[],0.392336368560791,1504.48,[],847193371#2,-187746138#5
D,2250,4744.03,2602.00,0,[],1.0438976287841797,1469.43,[],325259851#1,3661460#1
D,2250,2073.06,288.00,0,[],0.3392903804779053,1720.35,[],27994860#1,-28082116#1
D,2250,2163.42,1807.00,0,[],0.3678164482116699,1760.42,[],-28038923#4,-155768539#0
D,2250,2838.24,514.00,0,[],1.2480711936950684,1848.54,[],592693567#1,-159131970#2
D,2250,4933.58,582.00,0,[],0.790177583694458,1020.73,[],-159132023#1,630379133
D,2250,2989.94,4252.00,0,[],0.8532321453094482,1696.85,[],168346696#2,-171652556#1
D,2250,5242.07,5318.00,1,[15],2.0572640895843506,1447.74,[0],163313151#4,-3663345#2
D,2250,1478.69,390.00,0,[],0.28574466705322266,1909.43,[],-170161111,30264279#0
D,2250,2467.90,651.00,0,[],0.4348726272583008,1700.94,[],353898756#0,-4721531#7
D,2250,2358.75,287.00,0,[],0.32828187942504883,1610.00,[],-28038166,-171879633#4
D,2250,2897.45,2702.00,0,[],0.42336249351501465,1481.41,[],196377630#1,27946566#0
D,2250,1523.72,937.00,0,[],0.2602229118347168,1858.57,[],159257688,-168609056#1
D,2250,4439.18,542.00,1,[15],2.422078847885132,1060.78,[0],122066612#0,-27946464#1
D,2250,4221.34,2458.00,0,[],1.3436529636383057,1723.52,[],30076496#3,27946919#1
D,2250,1986.53,1610.00,0,[],0.7076079845428467,1936.80,[],678815703#1,-4910569#3
D,2250,2457.48,1272.00,0,[],0.37181854248046875,1821.53,[],-378559842#8,28025126#4
D,2250,3571.20,1373.00,0,[],0.46039414405822754,1249.93,[],27683082#0,-47441103#1
D,2250,2931.21,359.00,0,[],0.29275059700012207,1687.92,[],156340405#0,28008883
D,2250,3210.48,1088.00,0,[],0.08657360076904297,1227.82,[],-27683077#0,-155105717#4
D,2250,1602.98,198.00,0,[],0.11359739303588867,1974.65,[],28021640#2,4816237#0
D,2250,6262.37,1912.00,1,[120],1.8530895709991455,1759.10,[0],-159131952#1,229076199
D,2250,3391.52,4717.00,0,[],0.735131025314331,1316.98,[],-798784,144335316#0
D,2250,2240.77,546.00,0,[],0.35930728912353516,1836.59,[],159131977,-145039123#1
D,2250,3996.21,5077.00,0,[],0.957319974899292,1411.46,[],-27944075#1,30342903#1
D,2250,1986.18,1694.00,0,[],0.32527947425842285,1850.49,[],798950#0,25491687#0
D,2250,2241.95,1497.00,0,[],0.5399627685546875,1871.28,[],156428064#7,799957#1
D,2250,2001.01,2120.00,0,[],0.3287820816040039,1921.92,[],-4721472#2,-163566243#6
D,2250,2129.77,351.00,0,[],0.2692298889160156,1895.84,[],171648204#0,159131938#0
D,2250,3241.43,3309.00,0,[],0.8287110328674316,1593.27,[],613788728#0,353468982#0
D,2250,3301.60,617.00,0,[],0.6200311183929443,1494.05,[],341760642#3,-36894917#1
D,2250,2861.19,503.00,0,[],0.46289730072021484,1742.46,[],317949606#1,163313151#0
D,2250,2078.31,268.00,0,[],0.22469234466552734,1726.02,[],28038946,25491956#2
D,2250,1996.73,1162.00,0,[],0.4423799514770508,1886.05,[],4947755#3,81027372#2
D,2250,1418.08,1939.00,0,[],0.05955147743225098,1909.22,[],gneE11,669870648#0
D,2250,756.13,633.00,0,[],0.0365300178527832,2125.69,[],-3697939,802716643
D,2250,3308.00,3659.00,0,[],1.0664143562316895,1578.71,[],-155765294#3,-47441314#2
D,2250,1567.87,156.00,0,[],0.196669340133667,1917.47,[],-213930985#2,27927988#4
D,2250,2248.66,355.00,0,[],0.5194456577301025,1697.70,[],37077783#2,317949606#1
D,2250,1650.51,603.00,0,[],0.13811898231506348,1970.48,[],37077783#4,28039368#2
D,2250,3418.75,397.00,0,[],0.6745789051055908,1450.78,[],-856282420#3,-28013729#2
D,2250,2864.65,2477.00,0,[],0.48191356658935547,1409.18,[],28174535#0,478364357#1
D,2250,2329.51,278.00,0,[],0.15613460540771484,1833.71,[],-28011515#8,-4947755#2
D,2250,330.12,39.00,0,[],0.00550532341003418,2181.44,[],-4808622#3,-27929527#4
D,2250,2950.98,3410.00,0,[],0.6400494575500488,1582.44,[],79513512#0,-28038943#0
D,2250,2418.51,1374.00,0,[],0.6370468139648438,1790.89,[],-250134165#4,-341760642#4
D,2250,4427.62,916.00,0,[],0.6595659255981445,527.74,[],-159131996#2,-799963#0
D,2250,1252.36,1887.00,0,[],0.17464947700500488,1990.15,[],-495065367,818516141#0
D,2250,2961.08,291.00,0,[],0.5619819164276123,1487.93,[],-28039426#3,27683077#0
D,2250,1537.31,218.00,0,[],0.06905961036682129,1888.34,[],22948406#1,824491853#1
D,2250,899.99,737.00,0,[],0.02502155303955078,2072.39,[],155768703,798950#0
D,2250,2492.19,2441.00,0,[],0.7091083526611328,1775.04,[],671962681,170156790#2
D,2250,1930.30,1789.00,0,[],0.4023456573486328,1961.60,[],-184507815#2,3650041#1
D,2250,1187.27,143.00,0,[],0.17114734649658203,2038.07,[],242815109#0,-35277147#0
D,2250,910.01,112.00,0,[],0.04053473472595215,2001.33,[],28078731#2,-27943783#0
D,2250,1481.84,2176.00,0,[],0.12911081314086914,1946.34,[],-155768539#1,154689110#10
D,2250,1273.14,497.00,0,[],0.11860132217407227,2012.84,[],27943463,3650048#1
D,2250,6669.74,3085.00,1,[151],1.9036338329315186,1508.12,[0],-28039373,100808567
D,2250,5583.89,4993.00,1,[87],1.8555927276611328,1704.60,[0],-28037665,155799178#2
D,2250,3360.94,2730.00,0,[],0.4954237937927246,1512.62,[],-592421473#4,-75313254#0
D,2250,3633.26,1335.00,0,[],1.0168721675872803,1633.70,[],171648623#2,27946748
D,2250,150.52,26.00,0,[],0.0015010833740234375,2230.26,[],4816152#0,4816152#3
D,2250,341.17,33.00,0,[],0.0025031566619873047,2139.91,[],-28011515#4,28011515#8
D,2250,2430.97,861.00,0,[],0.4784104824066162,1788.05,[],-3650041#0,28008881#8
D,2250,2265.43,2655.00,0,[],0.211181640625,1761.72,[],-27683075#2,163566213#7
D,2250,851.25,153.00,0,[],0.05504727363586426,2090.11,[],-170161111,-639837639
D,2250,1331.87,487.00,0,[],0.15763521194458008,1999.77,[],-75313258#4,-168617599#1
D,2250,1344.94,155.00,0,[],0.03853297233581543,1944.69,[],23315374#3,154700022#0
D,2250,5317.46,1964.00,1,[105],1.6939537525177002,1650.13,[0],159238324#1,-47441103#1
D,2250,682.34,89.00,0,[],0.025021791458129883,2084.98,[],4947755#0,-75354224#1
D,2250,3418.94,600.00,0,[],1.1014447212219238,1633.00,[],333255627,-732478286
D,2250,1992.96,625.00,0,[],0.2231919765472412,1804.19,[],154700014#3,75313258#0
D,2250,2578.44,1414.00,0,[],0.14912748336791992,1735.74,[],783673#1,-28020826#5
D,2250,1475.58,1294.00,0,[],0.2677297592163086,1930.41,[],360828844#4,-172067277#7
D,2250,3330.90,3512.00,0,[],0.668574333190918,1663.39,[],117733395#1,773078941
D,2250,3287.45,2586.00,0,[],0.7711617946624756,1737.31,[],260900807#2,-163566186#5
D,2250,1363.91,147.00,0,[],0.045538902282714844,1899.34,[],27930036#0,-159131955#1
D,2250,758.14,75.00,0,[],0.017514944076538086,2059.72,[],478364360#1,-620786542#0
D,2250,3234.54,498.00,0,[],0.8827581405639648,1505.96,[],243211510#3,435046677
D,2250,5838.97,2661.00,1,[105],1.9176459312438965,1841.28,[0],159238300,-672381827#0
D,2250,2005.26,1399.00,0,[],0.5284528732299805,1905.86,[],4721523#1,210508717
D,2250,2478.41,1419.00,0,[],0.5885043144226074,1822.95,[],79513885#2,86326093#3
D,2250,2174.04,166.00,0,[],0.2672295570373535,1535.58,[],-686196791#4,-28028735#0
D,2250,3050.79,3065.00,0,[],1.181013822555542,1478.93,[],196376299#2,4685244#0
D,2250,3198.22,1895.00,0,[],0.6725766658782959,1592.83,[],-156464857#0,-28008881#10
D,2250,3129.55,799.00,0,[],0.8076939582824707,1696.95,[],163383001#1,-662745678#0
D,2250,2108.59,242.00,0,[],0.355304479598999,1616.06,[],169859207#0,27946570#1
D,2250,2048.83,353.00,0,[],0.14562439918518066,1812.66,[],-672381827#1,-4910567#2
D,2250,1679.80,650.00,0,[],0.16163897514343262,1943.84,[],163383001#0,197713163#3
D,2250,943.86,113.00,0,[],0.055047035217285156,2072.36,[],27934955#0,-685522508#0
D,2250,1898.23,887.00,0,[],0.16814398765563965,1888.01,[],171750816#0,28011532#0
D,2250,2137.45,1493.00,0,[],0.24721193313598633,1760.58,[],198647720#0,28037849#1
D,2250,1683.57,2106.00,0,[],0.12110376358032227,1952.81,[],-677520998,156428064#8
D,2250,2824.18,419.00,0,[],0.34267091751098633,1642.98,[],-28008878#0,25491992
D,2250,3720.01,2963.00,0,[],0.8101952075958252,1593.75,[],-159131996#0,4721531#5
D,2250,1512.73,188.00,0,[],0.15313148498535156,1920.58,[],28081598#0,-163313156#2
D,2250,5083.77,2820.00,1,[53],1.6404082775115967,1344.50,[0],-28028735#5,-168346696#6
D,2250,97.15,19.00,0,[],0.0020017623901367188,2232.59,[],8056011,-27928341#0
D,2250,3559.05,537.00,0,[],0.6230337619781494,1427.59,[],-156338941#0,-159131949#1
D,2250,2012.65,2135.00,0,[],0.2597227096557617,1843.23,[],242436126,4810769#3
D,2250,2251.15,449.00,0,[],0.2802410125732422,1857.42,[],28038939#5,-684884460#5
D,2250,2289.16,547.00,0,[],0.15863633155822754,1565.36,[],190432831#2,3661460#0
D,2250,3448.36,526.00,0,[],0.8532321453094482,1419.32,[],-169251304#1,-27943848
D,2250,2086.72,2272.00,0,[],0.16614246368408203,1918.23,[],4816177#1,27683075#4
D,2250,2495.57,3085.00,0,[],0.663069486618042,1836.88,[],-198647720#1,394589798
D,2250,2384.68,674.00,0,[],0.5584790706634521,1768.39,[],154700014#11,gneE3
D,2250,1072.09,211.00,0,[],0.0515437126159668,2041.56,[],353267810#1,355248654
D,2250,2091.72,1194.00,0,[],0.19466733932495117,1728.40,[],-4818942#10,-47441314#2
D,2250,2385.87,403.00,0,[],0.6965975761413574,1812.68,[],317949606#2,37077833
D,2250,2841.79,802.00,0,[],0.6225345134735107,1541.48,[],684014248#0,-28028733#5
D,2250,2017.71,287.00,0,[],0.16163897514343262,1971.72,[],-799972,448620546#0
D,2250,677.09,561.00,0,[],0.04053473472595215,2157.81,[],163566191#4,163382997
D,2250,3431.97,678.00,0,[],1.1379759311676025,1577.09,[],27994826#3,-77537891#0
D,2250,5.78,4.00,0,[],0.0015015602111816406,2249.13,[],-169251304#1,169251304#0
D,2250,2882.92,483.00,0,[],0.34279465675354004,1618.75,[],155731249#2,-163566238#1
D,2250,828.97,184.00,0,[],0.05354595184326172,2095.42,[],28039378#2,28078794#0
D,2250,2028.95,1309.00,0,[],0.3407917022705078,1830.89,[],30326830,-27928387#0
D,2250,620.25,156.00,0,[],0.05454659461975098,2138.24,[],341995777#2,-171879646
D,2250,2106.31,1050.00,0,[],0.6210329532623291,1760.48,[],195977382#1,589896289
D,2250,3390.45,2601.00,0,[],0.5434708595275879,1396.71,[],-170800044#0,-787963823#3
D,2250,1821.39,1973.00,0,[],0.3212759494781494,1813.93,[],171600550#2,155798593
D,2250,1419.87,237.00,0,[],0.12560701370239258,1990.69,[],-163566203#0,25491865#2
D,2250,3860.61,2091.00,1,[-31],1.1579928398132324,1658.22,[0],-170232710#3,242966923
D,2250,3634.82,1547.00,1,[-31],1.4407377243041992,1545.16,[0],-28039384,-4910565#0
D,2250,4440.45,2552.00,0,[],0.8136980533599854,848.45,[],-30076496#2,167121162#2
D,2250,2613.49,2305.00,0,[],0.7661564350128174,1725.89,[],-163566186#3,-155729952#2
D,2250,1003.43,102.00,0,[],0.07406234741210938,1946.12,[],-27942837#1,-28038952
D,2250,2923.73,1663.00,0,[],0.7776656150817871,1780.59,[],231824422#0,168608383#2
D,2250,1664.93,1639.00,0,[],0.24721193313598633,1914.74,[],154986396#1,-255565307#3
D,2250,2026.53,292.00,0,[],0.46489810943603516,1952.10,[],167121162#4,-184507818#1
D,2250,268.92,33.00,0,[],0.00600433349609375,2156.87,[],620786548,159238289#2
D,2250,2313.94,246.00,0,[],0.18015432357788086,1724.40,[],-27930085#5,741901320
D,2250,2695.43,1532.00,0,[],0.6315412521362305,1756.22,[],154986397#0,27929270#1
D,2250,3755.95,572.00,0,[],0.7746646404266357,1415.30,[],-159131995,28037924#4
D,2250,3704.94,559.00,0,[],0.7481424808502197,1494.77,[],-28039370#0,4880800
D,2250,1910.52,262.00,0,[],0.2652268409729004,1876.59,[],145039121#1,159131972#1
D,2250,2517.12,2039.00,0,[],0.9052762985229492,1796.44,[],163566218#1,155731249#10
D,2250,1998.96,2409.00,0,[],0.1816556453704834,1903.48,[],-631036139,-163566181#2
D,2250,3241.20,403.00,0,[],0.7616534233093262,1399.92,[],-732478288#0,163382981#1
D,2250,2885.24,425.00,0,[],0.4543898105621338,1761.60,[],195773785#2,-28020826#5
D,2250,5861.06,4771.00,1,[75],1.7730228900909424,1241.96,[0],4448200#0,159238302#0
D,2250,1512.26,241.00,0,[],0.08957576751708984,2053.41,[],783673#5,23100865#4
D,2250,2501.81,284.00,0,[],0.238203763961792,1556.19,[],28038960#0,155765289#6
D,2250,1320.90,4168.00,0,[],0.1421213150024414,1944.81,[],163566191#3,797062
D,2250,1133.42,240.00,0,[],0.13311314582824707,2119.08,[],28025126#6,116583594#3
D,2250,2428.18,338.00,0,[],0.21168136596679688,1726.83,[],-229076201#2,-163566238#4
D,2250,3305.40,1546.00,0,[],0.8412234783172607,1641.82,[],-171652559,-23118342#5
D,2250,2566.67,333.00,0,[],0.3047618865966797,1680.50,[],-3661460#3,25491771#1
D,2250,1413.88,158.00,0,[],0.11559915542602539,1945.23,[],-90542365#4,156339503
D,2250,2523.96,1804.00,0,[],0.1991727352142334,1859.94,[],169013116#1,-136467082#1
D,2250,1669.11,1348.00,0,[],0.0785665512084961,1820.22,[],159131988,-121040348#2
D,2250,1758.78,322.00,0,[],0.20667695999145508,1866.87,[],28037846#0,353267810#0
D,2250,3264.78,4004.00,0,[],0.5294556617736816,1592.60,[],-27948100#0,-366177937#1
D,2250,619.10,113.00,0,[],0.03252816200256348,2160.38,[],155767478,-4721523#0
D,2250,2843.60,4661.00,0,[],0.5995135307312012,1696.52,[],28039369#0,353941072#1
D,2250,2427.87,699.00,0,[],0.30275940895080566,1767.84,[],-448813839,-163566156#5
D,2250,1606.16,341.00,0,[],0.31427001953125,2040.24,[],726879324,28059218#5
D,2250,3353.71,2072.00,0,[],0.586003303527832,1604.87,[],-187813123#0,28039426#0
D,2250,2887.63,629.00,0,[],0.644052267074585,1724.77,[],662745678#2,-435822372#0
D,2250,2965.10,2243.00,0,[],0.6680738925933838,1753.37,[],163383622#2,4721521#1
D,2250,1030.37,462.00,0,[],0.2972533702850342,2108.08,[],-669870647,353938186#1
D,2250,3117.08,1454.00,0,[],0.6215324401855469,1474.10,[],96394694,353267810#1
D,2250,3771.39,496.00,0,[],0.6740779876708984,1470.38,[],27938160#5,28037846#1
D,2250,3104.15,798.00,0,[],0.48991990089416504,1719.51,[],-353071427#1,229076197#1
D,2250,2159.66,1892.00,0,[],0.3397941589355469,1774.35,[],-741901320,4857553#7
D,2250,1869.31,277.00,0,[],0.10809326171875,1660.30,[],-28038954#1,-27943847
D,2250,2200.50,1912.00,0,[],0.45589280128479004,1823.36,[],28037645,639837637#0
D,2250,7138.76,3647.00,1,[180],1.2881052494049072,970.53,[0],155105720#4,-28008999#0
D,2250,3088.83,453.00,0,[],0.4784095287322998,1716.00,[],159132002,-37077851#8
D,2250,1080.98,139.00,0,[],0.07906842231750488,2048.82,[],-27930062#1,96397280#0
D,2250,513.62,59.00,0,[],0.006505250930786133,2136.60,[],156428064#1,28038952
D,2250,2407.48,359.00,0,[],0.32727956771850586,1738.37,[],159132005,-353289877#2
D,2250,1264.04,190.00,0,[],0.11810135841369629,2068.56,[],-341760642#0,27942837#1
D,2250,381.73,52.00,0,[],0.0050029754638671875,2160.25,[],-155731255#1,159132005
D,2250,1228.35,174.00,0,[],0.19216394424438477,1997.21,[],145039120#3,356102172#3
D,2250,1392.36,214.00,0,[],0.14061999320983887,1921.31,[],163566156#3,26647752
D,2250,1111.71,3996.00,0,[],0.14312291145324707,1945.83,[],27996155#2,548694371#2
D,2250,6986.01,3971.00,1,[167],1.8455827236175537,1611.37,[0],170232710#1,113514776#1
D,2250,2316.30,631.00,0,[],0.48041272163391113,1767.74,[],163566186#6,-27929143#8
D,2250,456.46,59.00,0,[],0.004503011703491211,2119.64,[],787963823#0,28026221#4
D,2250,1720.88,216.00,0,[],0.09208202362060547,1830.86,[],-353945037,-171750816#1
D,2250,2645.17,2615.00,0,[],1.046398401260376,1811.97,[],-4947753#2,-119926726#4
D,2250,3341.44,778.00,0,[],0.26572704315185547,849.85,[],27929339,-27948100#3
D,2250,1463.35,180.00,0,[],0.08907532691955566,1857.01,[],-159132008#1,-155799176
D,2250,3016.82,644.00,0,[],0.39333677291870117,1659.28,[],-28038954#1,77534588#0
D,2250,1167.08,254.00,0,[],0.2877466678619385,2090.75,[],592693567#1,-195977382#2
D,2250,1459.09,920.00,0,[],0.1591358184814453,2009.89,[],797065#0,-799959
D,2250,1131.32,1735.00,0,[],0.03603053092956543,2031.13,[],246124643#1,-28059218#0
D,2250,1151.61,130.00,0,[],0.07506346702575684,2003.41,[],-159131989,154700014#11
D,2250,0.00,1.00,0,[],0.0004999637603759766,2250.00,[],609613817,-27207077#1
D,2250,2857.03,801.00,0,[],0.4248635768890381,1734.76,[],156340399#0,27929143#9
D,2250,2574.46,383.00,0,[],0.31577038764953613,1737.43,[],159131962,639837637#0
D,2250,4422.65,3802.00,1,[75],1.1004467010498047,1649.22,[0],311368230#0,-27929527#0
D,2250,5736.01,3232.00,1,[97],1.9236505031585693,1620.23,[0],833866#1,-187164860#3
D,2250,1799.05,346.00,0,[],0.2877461910247803,1902.26,[],740757381#1,gneE22
D,2250,7444.38,3999.00,1,[57],2.4285836219787598,1737.06,[0],28008881#0,27930085#5
D,2250,1916.39,345.00,0,[],0.2822413444519043,2033.00,[],159131976#0,-378959094#0
D,2250,2207.68,278.00,0,[],0.23019957542419434,1696.19,[],-28038924#0,-27946739#1
D,2250,8293.78,4342.00,1,[229],1.7600138187408447,933.62,[0],-170232710#0,46256517#1
D,2250,3607.62,2214.00,0,[],1.05940842628479,1147.70,[],171748997,153673663#1-AddedOffRampEdge
D,2250,2416.93,345.00,0,[],0.5564773082733154,1806.20,[],325301028,-847965933
D,2250,1147.53,168.00,0,[],0.15112900733947754,2048.52,[],4910569#2,697326685#2
D,2250,3030.51,1808.00,0,[],0.46289730072021484,1312.37,[],116583594#2,4848962
D,2250,2125.54,233.00,0,[],0.12660789489746094,1754.89,[],-47441044#0,156338938#0
D,2250,5075.96,3942.00,1,[57],1.4537465572357178,1570.37,[0],28038074,-4910508#1
D,2250,4402.76,1921.00,0,[],0.572991132736206,867.18,[],190432831#7,27929913#3
D,2250,837.45,146.00,0,[],0.11359739303588867,2066.16,[],163566150#1,25491865#0
D,2250,3005.96,964.00,0,[],0.9998612403869629,1678.32,[],-325301028,-159131942#0
D,2250,2587.99,408.00,0,[],0.4939234256744385,1820.49,[],-159131985#1,-141271865#1
D,2250,2692.16,1455.00,0,[],0.563483715057373,1673.82,[],684014245#1,28008884#0
D,2250,2738.82,1202.00,0,[],0.5709891319274902,1656.58,[],4857553#2,-145456123#1
D,2250,812.41,152.00,0,[],0.055548667907714844,2085.16,[],163566243#5,-28091024#4
D,2250,3164.62,1137.00,0,[],0.5875041484832764,1572.29,[],-170161111,-187746140
D,2250,5423.78,4550.00,1,[75],1.569849967956543,1657.56,[0],-28038115#1,-155731249#2
D,2250,2643.65,875.00,0,[],0.20067143440246582,1779.87,[],121174583#0,27931709#5
D,2250,625.25,66.00,0,[],0.005003690719604492,2096.59,[],-28028708,325259851#2
D,2250,3449.98,609.00,0,[],0.426865816116333,1473.65,[],-27931728,353267810#2
D,2250,2521.94,532.00,0,[],0.2877469062805176,1669.06,[],242821393#2,170796045
D,2250,4597.94,2095.00,0,[],0.9122836589813232,570.04,[],-700814710#1,-159238289#0
D,2250,1366.13,222.00,0,[],0.08006882667541504,1908.58,[],824491853#3,4857564#0
D,2250,2868.68,1413.00,0,[],0.4658987522125244,1735.78,[],-86326093#3,28039374#0
D,2250,3611.21,2308.00,0,[],0.8131968975067139,1623.96,[],833500#0,27942837#0
D,2250,1572.92,662.00,0,[],0.23119759559631348,1873.09,[],464545496#2,155731249#11
D,2250,919.25,251.00,0,[],0.04703998565673828,2066.12,[],148760007#6,-834267#0
D,2250,2494.06,411.00,0,[],0.38683176040649414,1703.68,[],159131970#1,-155768982#1
D,2250,478.59,68.00,0,[],0.048040151596069336,2154.38,[],-3697933#5,79824392
D,2250,1042.54,183.00,0,[],0.09207940101623535,2022.29,[],378559843#1,317949606#0
D,2250,2608.46,1029.00,0,[],0.37482166290283203,1752.75,[],-28026216#3,684014245#0
D,2250,1067.58,223.00,0,[],0.03002619743347168,2075.78,[],122066607#1,-159132024
D,2250,2091.30,226.00,0,[],0.23269963264465332,1745.33,[],-28038070#2,25491956#0
D,2250,2504.19,644.00,0,[],0.5184447765350342,1842.99,[],-28013715,167121162#2
D,2250,2993.91,393.00,0,[],0.6355454921722412,1605.18,[],400901674,277919186
D,2250,712.18,90.00,0,[],0.022019147872924805,2103.09,[],833772#0,633426505#1
D,2250,5477.63,768.00,1,[75],1.8565928936004639,1400.54,[0],163313151#8,-101850720#1
D,2250,4696.47,1419.00,1,[75],2.0692760944366455,1437.61,[0],-171879635#1,-47441044#2
D,2250,1376.03,773.00,0,[],0.1691453456878662,1932.25,[],-79513512#1,-684884460#4
D,2250,1048.62,1700.00,0,[],0.04553937911987305,2015.41,[],-3650125,181712551#0
D,2250,477.20,70.00,0,[],0.007506847381591797,2131.06,[],246124643#5,639837637#0
D,2250,1505.77,165.00,0,[],0.06355524063110352,1882.42,[],27931731#0,-28039369#1
D,2250,1128.99,210.00,0,[],0.1476268768310547,2087.27,[],592775633#0,171750816#2
D,2250,2840.14,1192.00,0,[],0.4223618507385254,1768.91,[],-28022566#0,808562172#1
D,2250,3478.14,464.00,0,[],0.5114383697509766,1218.46,[],-4721502#6,154980824#3
D,2250,1656.46,217.00,0,[],0.2111814022064209,1927.57,[],250134165#0,159132015#0
D,2250,1195.77,182.00,0,[],0.11910247802734375,1932.18,[],-27993917#0,-27994860#1
D,2250,1480.18,1957.00,0,[],0.21268248558044434,1977.08,[],-163566219#2,-548694371#2
D,2250,1071.13,169.00,0,[],0.13911938667297363,2072.19,[],255565307#0,818516141#0
D,2250,649.92,84.00,0,[],0.012510538101196289,2143.97,[],-46346749,779160783
D,2250,2276.34,604.00,0,[],0.7276241779327393,1815.23,[],-163566156#5,-27683075#3
D,2250,2871.89,454.00,0,[],0.20417475700378418,1591.09,[],27931709#6,172454783
D,2250,2078.76,565.00,0,[],0.4613962173461914,1907.33,[],-159257679,187808449#0
D,2250,703.58,411.00,0,[],0.04003429412841797,2149.03,[],-4845308#0,75354228#1
D,2250,4297.05,2523.00,0,[],0.7761654853820801,1338.48,[],740104320,798950#0
D,2250,3905.32,593.00,0,[],1.1860170364379883,1424.12,[],4947755#6,155731407#0
D,2250,2212.05,318.00,0,[],0.7926807403564453,1859.91,[],-215668331#7,-159132007
D,2250,2656.02,366.00,0,[],0.44788479804992676,1693.57,[],-163566218#4,28009001#0
D,2250,1106.80,1098.00,0,[],0.06305408477783203,2069.26,[],141271864#0,-163566203#0
D,2250,2225.81,472.00,0,[],0.3387913703918457,1784.38,[],79513885#3,4947753#1
D,2250,152.25,23.00,0,[],0.0030024051666259766,2183.33,[],-28091014,-28091024#1
D,2250,2363.45,2877.00,0,[],0.8657426834106445,1785.39,[],-154981027#0,-27930076#3
D,2250,1633.13,282.00,0,[],0.23169898986816406,1988.37,[],-4910564#0,246124647#0
D,2250,4076.80,825.00,0,[],0.7021028995513916,1330.37,[],27943809#0,353468986#0
D,2250,5612.45,3144.00,1,[-161],2.8914811611175537,1655.32,[0],-28039384,4845308#1
D,2250,1766.27,261.00,0,[],0.2136828899383545,1934.69,[],-159131949#1,87433473#1
D,2250,3894.35,853.00,0,[],0.5855023860931396,1534.11,[],-144335321#0,-28028741#0
D,2250,385.80,89.00,0,[],0.017014265060424805,2166.89,[],163566208,198726454#0
D,2250,1522.21,289.00,0,[],0.20517539978027344,1987.69,[],246124643#2,29418991#1
D,2250,595.88,208.00,0,[],0.030025243759155273,2178.69,[],154986396#2,808562172#0
D,2250,5732.20,749.00,1,[108],1.8590936660766602,1234.27,[0],340208064#2,-28028738#0
D,2250,512.48,1967.00,0,[],0.0035026073455810547,2107.35,[],-662745678#2,27207077#0
D,2250,2474.14,286.00,0,[],0.24971389770507812,1720.33,[],-353897405#2,-159131932
D,2250,2599.40,337.00,0,[],0.5980124473571777,1840.35,[],-171648623#2,-159131970#2
D,2250,4891.44,1504.00,1,[120],1.3386483192443848,1492.95,[0],28037931,210509032
D,2250,3841.10,750.00,0,[],0.861738920211792,1623.18,[],28025135#0,28037773
D,2250,2318.67,676.00,0,[],0.3087654113769531,1842.81,[],87433473#1,-27928339#0
D,2250,1516.24,3416.00,0,[],0.20717740058898926,1849.39,[],196371317#0,-187373858#1
D,2250,2301.06,276.00,0,[],0.09658265113830566,1767.84,[],-190432831#5,-197713163#4
D,2250,2289.60,465.00,0,[],0.2727344036102295,1786.05,[],4794842#0,85621304#3
D,2250,6083.37,3022.00,1,[35],1.5057919025421143,1420.94,[0],-159131996#2,27943813#1
D,2250,2883.38,2794.00,0,[],0.5830004215240479,1756.08,[],-159131996#2,684884460#7
D,2250,4843.95,679.00,0,[],0.6080219745635986,1340.46,[],-27931709#2,96398383#1
D,2250,3795.93,3108.00,0,[],0.7951834201812744,1195.79,[],148760007#1,25491865#1
D,2250,1985.24,1493.00,0,[],0.22769498825073242,1833.19,[],818320887,-800802#0
D,2250,2986.67,2294.00,0,[],0.5089364051818848,1630.08,[],167121171#3,589896294#1
D,2250,994.64,168.00,0,[],0.0565485954284668,2052.95,[],-28037925#3,-163313151#6
D,2250,2622.29,783.00,0,[],0.42386341094970703,1775.87,[],-154830749,184058807#5
D,2250,2371.77,2441.00,0,[],0.45238733291625977,1864.60,[],28285082#1,614923385#2
