Weighting,Starting Battery Capacity (Wh),Route Distance (m),Travel Time (s),CS stops,CS Stop Duration (s),Algorithm Runtime (s),Remaining Battery Capacity At End (Wh),Number of EVs Charging,Start Edge,End Edge
A,1250,3673.74,1571.00,1,[190],1.1254663467407227,1512.82,[0],-639839810,27930078#0
A,1250,3938.66,3660.00,1,[337],1.0539042949676514,1358.91,[1],243211510#1,-403952814#0
A,1250,4078.17,1134.00,1,[192],0.5274534225463867,1266.54,[0],-85618366,-647690430#1
A,1250,1862.80,484.00,1,[56],0.2627253532409668,1880.90,[0],145039120#5,-824491853#3
A,1250,5768.71,4194.00,1,[337],1.258080244064331,1216.69,[1],-478922855,90542365#5
A,1250,707.66,85.00,0,[],0.0710604190826416,1092.39,[],163566224#1,27934802#0
A,1250,9.31,6.00,0,[],1.1374762058258057,1248.48,[],-27946745#0,-28022559#1
A,1250,3485.79,1085.00,1,[188],0.5799965858459473,1197.03,[1],28037935#1,27943881#2
A,1250,3343.24,2272.00,1,[81],0.6605665683746338,1194.69,[2],834267#3,171879646
A,1250,3987.42,2805.00,1,[188],0.44337987899780273,1494.98,[1],-28025131,-28037775
A,1250,2196.91,1259.00,1,[81],0.2086782455444336,1152.13,[2],-29419177,171647548#2
A,1250,3499.03,1134.00,1,[168],0.380326509475708,1292.78,[0],-163383626#0,27943807#2
A,2250,2722.98,1550.00,0,[],0.9968559741973877,1675.81,[],246124643#1,27943766#4
A,2250,4475.23,789.00,0,[],0.9763386249542236,543.30,[],-167121171#1,-672381827#0
A,2250,290.23,351.00,0,[],0.008006811141967773,2144.09,[],156464695#1,187743562#1
A,2250,2785.17,333.00,0,[],0.48091554641723633,1716.60,[],-86326093#0,-478895562#0
A,2250,1429.72,565.00,0,[],0.22269082069396973,2066.93,[],-155765289#0,171594468#3
A,2250,2372.72,374.00,0,[],0.4769096374511719,1789.47,[],-27994829#1,-163382992#0
A,2250,1700.35,1070.00,0,[],0.2872467041015625,1937.55,[],-155767975,28011515#1
A,2250,2179.03,174.00,0,[],0.3187730312347412,1530.18,[],28028731#1,gneE15
A,2250,1557.19,748.00,0,[],0.2407076358795166,1960.61,[],145039122,-171750816#1
A,2250,1927.82,272.00,0,[],0.15763521194458008,1837.76,[],-452551902,-190432831#3
A,2250,1287.08,246.00,0,[],0.11760091781616211,1969.50,[],4947758#1,3650028#4
A,2250,277.04,44.00,0,[],0.006005287170410156,2187.86,[],613788728#3,27683075#4
A,2250,1924.54,1447.00,0,[],0.21018004417419434,1834.28,[],-163382988#4,30326839
A,2250,1099.38,225.00,0,[],0.09558224678039551,2090.49,[],-122066617#4,353898756#0
A,2250,1400.48,167.00,0,[],0.07706713676452637,1944.48,[],155731255#2,-592421473#2
A,2250,916.31,139.00,0,[],0.050043582916259766,2091.84,[],-163566186#6,-353071426
A,2250,1061.41,186.00,0,[],0.19466781616210938,2083.20,[],-797061,-154980603#2
A,2250,1506.65,177.00,0,[],0.11910223960876465,1887.53,[],-4816289#3,145436390
A,2250,2728.01,2396.00,0,[],0.41085195541381836,1690.35,[],-4811225#2,163566224#1
A,2250,2341.88,2285.00,0,[],0.5284526348114014,1831.42,[],163566224#2,-155729948#4
A,2250,2344.73,1972.00,0,[],0.3563048839569092,1806.59,[],614632173#3,37077798#1
A,2250,401.30,56.00,0,[],0.008506536483764648,2169.86,[],159131975,145434713#0
A,2250,1318.23,153.00,0,[],0.10659146308898926,2023.06,[],-163383614#1,4721447#8
A,2250,1287.52,181.00,0,[],0.07756876945495605,1900.28,[],-171879646,-476659509#1
A,2250,383.16,57.00,0,[],0.007505655288696289,2199.12,[],119864857#0,-155729948#0
A,2250,2788.49,1704.00,0,[],0.6890907287597656,1629.46,[],679601198#1,-27929143#11
A,2250,3357.28,2064.00,0,[],0.7096080780029297,1567.21,[],28046458#1,27927957#0
A,2250,1621.58,272.00,0,[],0.17965388298034668,1947.43,[],159132009#1,-27255142#0
A,2250,3941.77,576.00,0,[],1.050901174545288,1591.53,[],163383626#0,159131939
A,2250,2027.52,259.00,0,[],0.18015480041503906,1775.84,[],-27946839#2,-167121171#6
A,2250,6225.46,831.00,1,[109],1.5388257503509521,1216.92,[0],119826653#1,27931709#4
A,2250,2047.14,324.00,0,[],0.272733211517334,1925.69,[],-155998759#2,4947753#1
A,2250,3038.11,3325.00,0,[],0.6000149250030518,1778.69,[],-4794841#2,-28027798
A,2250,2989.26,2731.00,0,[],1.0333867073059082,1559.93,[],-28059218#3,-159131942#1
A,2250,6061.06,837.00,1,[109],2.0002169609069824,1374.53,[0],122066617#2,27946919#0
A,2250,1549.50,232.00,0,[],0.17514991760253906,1935.16,[],35277147#0,342942396#2
A,2250,2170.80,289.00,0,[],0.10408926010131836,1655.62,[],28009000,37077783#1
A,2250,3353.57,3374.00,0,[],1.118459701538086,1669.30,[],441988186#0,-46346752#1
A,2250,1358.53,398.00,0,[],0.10408830642700195,2056.73,[],170156790#5,155768539#1
A,2250,2256.50,786.00,0,[],0.292250394821167,1851.95,[],-27929296#2,246124643#6
A,2250,3639.96,588.00,0,[],0.944310188293457,1267.60,[],197713164#2,167121167#2
A,2250,1544.04,295.00,0,[],0.14362287521362305,1985.96,[],171648202,197713167#0
A,2250,1855.23,3387.00,0,[],0.2527167797088623,1868.96,[],-355248658#0,4810770#2
A,2250,1294.89,309.00,0,[],0.17965388298034668,2039.47,[],-639129504,28078795#0
A,2250,2627.37,2627.00,0,[],0.3362879753112793,1701.05,[],-136467082#5,-156338938#1
A,2250,1244.19,380.00,0,[],0.05204486846923828,2015.68,[],28022453#1,662336268#1
A,2250,1314.77,190.00,0,[],0.12310624122619629,1976.14,[],122110077#1,-100808567
A,2250,4293.67,559.00,0,[],0.7301299571990967,1452.52,[],122066613#0,37077851#7
A,2250,5534.57,3679.00,1,[84],1.6804468631744385,1626.95,[0],-28039391#3,159131955#2
A,2250,6486.71,2351.00,1,[138],1.8861188888549805,1624.97,[0],187166624#1,353928654#1
A,2250,6332.23,2451.00,1,[142],1.679443120956421,1776.22,[0],-626117928,159131955#1
A,2250,4881.04,816.00,0,[],0.7661607265472412,1135.08,[],-122066624#0,27993918#1
A,2250,960.63,170.00,0,[],0.027523279190063477,2027.63,[],155731259#1,-155731249#11
A,2250,2529.04,1899.00,0,[],0.9633293151855469,1804.96,[],4721467,-169850261
A,2250,1621.47,244.00,0,[],0.1861591339111328,1921.24,[],-198647720#1,-169251304#2
A,2250,2472.90,2133.00,0,[],0.3122701644897461,1654.00,[],27927957#0,-8878359#0
A,2250,1030.99,120.00,0,[],0.02251911163330078,1987.98,[],155765294#4,-28078795#1
A,2250,2729.81,2382.00,0,[],0.456390380859375,1681.33,[],4721447#6,121040348#2
A,2250,2118.04,885.00,0,[],0.1596367359161377,1812.57,[],34378623,28039385
A,2250,2823.63,916.00,0,[],0.5164437294006348,1578.51,[],156428064#14,-27929270#0
A,2250,1694.19,334.00,0,[],0.22419142723083496,1973.41,[],198726454#0,-28038943#0
A,2250,3256.19,3927.00,0,[],0.9443094730377197,1519.47,[],-155766667#1,-155731249#1
A,2250,1565.46,282.00,0,[],0.11409735679626465,1917.71,[],27943892#1,27943463
A,2250,1604.41,591.00,0,[],0.1841590404510498,1889.56,[],28038924#4,75313254#5
A,2250,2662.49,1029.00,1,[-93],1.631399154663086,1733.49,[0],-27996155#3,154700003
A,2250,2537.25,378.00,0,[],0.24971437454223633,1691.24,[],-3663356,30095454#0
A,2250,5246.11,622.00,0,[],1.1199638843536377,1011.14,[],-231824422#0,-159238307#0
A,2250,1022.65,214.00,0,[],0.04403805732727051,2061.28,[],171594469#1,4794842#3
A,2250,1752.28,2330.00,0,[],0.09408068656921387,1852.34,[],-27994829#6,-155768151#0
A,2250,2762.80,2713.00,0,[],0.783672571182251,1704.25,[],-172067277#3,28082116#0
A,2250,1969.83,1039.00,0,[],0.5214474201202393,1853.18,[],-197713167#1,-27943833#3
A,2250,2359.46,387.00,0,[],0.3482985496520996,1910.00,[],-28038924#4,-27927988#1
A,2250,2878.75,387.00,0,[],0.5950107574462891,1629.83,[],28039501#5,171750816#0
A,2250,1288.51,620.00,0,[],0.03953385353088379,2030.57,[],-184507807#4,-4721531#5
A,2250,1789.76,329.00,0,[],0.20517587661743164,1868.30,[],242436126,-28037932
A,2250,1864.95,232.00,0,[],0.15263104438781738,1753.07,[],168617599#0,28038960#2
A,2250,2212.88,551.00,0,[],0.11159586906433105,1726.79,[],-799961#3,-27946710#6
A,2250,680.01,98.00,0,[],0.06955957412719727,2107.73,[],101850713,-732478288#2
A,2250,1241.56,192.00,0,[],0.15162968635559082,2071.93,[],-187164860#2,-28078794#2
A,2250,2410.58,2907.00,0,[],0.25171589851379395,1688.21,[],27255142#1,155767485#1
A,2250,3186.11,2358.00,0,[],0.5504717826843262,1635.90,[],4910564#6,163383614#0
A,2250,4905.62,4334.00,1,[43],1.9426660537719727,1379.21,[0],28039904#0,-64432425#0
A,2250,3676.75,4217.00,0,[],0.9057772159576416,1539.40,[],356102172#2,28028738#2
A,2250,1488.38,204.00,0,[],0.09558224678039551,1844.86,[],-27255142#1,28078587#2
A,2250,1425.18,236.00,0,[],0.16564226150512695,1982.28,[],4910505,159131985#1
A,2250,1586.45,3017.00,0,[],0.6285393238067627,1835.92,[],3650028#3,155729943#1
A,2250,4129.58,3431.00,1,[-2],2.0427534580230713,1245.90,[0],-28078795#0,90542365#5
A,2250,2158.29,233.00,0,[],0.15863633155822754,1645.49,[],-28011577#11,28028741#6
A,2250,5137.31,3029.00,1,[65],1.239063024520874,1424.34,[0],-28028741#6,85618374#1
A,2250,3273.13,317.00,0,[],0.4193601608276367,1148.86,[],163383614#6,-159238321#1
A,2250,5310.22,4360.00,0,[],1.0654139518737793,589.64,[],163383614#4,122110075#1
A,2250,1399.64,200.00,0,[],0.15813589096069336,1996.26,[],-122066612#4,356102172#4
A,2250,1462.49,227.00,0,[],0.30276012420654297,2054.80,[],154986397#1,833500#2
A,2250,1685.11,2286.00,0,[],0.44588327407836914,1847.80,[],75313262#1,-122044808#0
A,2250,2848.28,555.00,0,[],0.2622251510620117,1351.51,[],4910570#2,783673#0
A,2250,1890.32,179.00,0,[],0.30275988578796387,1707.70,[],-155768295#0,27946566#3
A,2250,1363.72,184.00,0,[],0.0515444278717041,1912.83,[],-122066624#0,-856282420#3
A,2250,4356.80,1659.00,0,[],1.1229639053344727,1394.19,[],169251304#1,159238324#0
A,2250,1419.20,150.00,0,[],0.06555652618408203,1830.44,[],155105718#0,-190432831#7
A,2250,2944.93,2575.00,0,[],0.666571855545044,1656.82,[],4947758#3,592731129#0
A,2250,2604.91,691.00,0,[],0.44037795066833496,1740.14,[],-592421473#4,-141271864#0
A,2250,1307.15,147.00,0,[],0.05554771423339844,1981.76,[],-847193371#2,-28091024#2
A,2250,6908.90,2817.00,1,[171],1.5378196239471436,1112.33,[0],172667671,-27944075#2
A,2250,2716.68,367.00,0,[],0.5634827613830566,1651.44,[],378559843#1,27943883#0
A,2250,2342.52,282.00,0,[],0.3803253173828125,1732.68,[],165515233,-23118342#5
A,2250,4263.61,489.00,0,[],1.1995291709899902,1190.31,[],-27934802#0,-592421473#2
A,2250,198.47,30.00,0,[],0.0045032501220703125,2191.06,[],163566213#7,-739936170
A,2250,2830.45,3130.00,0,[],0.27823781967163086,1711.56,[],79707639#1,171879649#1
A,2250,1838.35,178.00,0,[],0.27123332023620605,1721.35,[],-169231557#0,79707634#3
A,2250,2848.06,684.00,0,[],0.474407434463501,1475.20,[],28022559#1,-4947758#2
A,2250,499.15,391.00,0,[],0.02602219581604004,2164.82,[],195773784#0,250151469
A,2250,2419.62,329.00,0,[],0.40935277938842773,1802.15,[],100872801#0,156340396#4
A,2250,2962.89,3940.00,0,[],1.2330570220947266,1681.78,[],-196371314#0,155105717#2
A,2250,269.74,42.00,0,[],0.004503965377807617,2185.05,[],383042884#0,260284293
A,2250,2417.46,231.00,0,[],0.4633970260620117,1623.11,[],-163382999#8,28022558
A,2250,2720.51,332.00,0,[],0.5474705696105957,1516.49,[],27605676#2,159132020#0
A,2250,2153.76,1304.00,0,[],0.6850888729095459,1840.84,[],684014245#0,-781028918#0
A,2250,2958.57,3628.00,0,[],0.805692195892334,1476.30,[],-155768449#2,28028741#8
A,2250,592.40,81.00,0,[],0.019016265869140625,2152.80,[],27948101#1,28025131
A,2250,1720.48,1640.00,0,[],0.20517516136169434,1952.92,[],196371317#1,-79707634#3
A,2250,4211.37,557.00,0,[],0.9192919731140137,1392.71,[],-28037846#0,-294963698#0
A,2250,108.93,29.00,0,[],0.006504535675048828,2228.01,[],-159238327#2,159238321#1
A,2250,2933.84,3437.00,0,[],0.3733210563659668,1299.68,[],512392959#1,-28026216#3
A,2250,1553.40,172.00,0,[],0.11259698867797852,1883.25,[],28038935#1,-28038166
A,2250,3469.49,2743.00,1,[195],2.230915069580078,1530.85,[0],-28039373,448366044#0
A,2250,4373.83,623.00,0,[],0.933302640914917,1540.53,[],28037764#1,-3663345#3
A,2250,3366.32,341.00,0,[],0.345797061920166,1343.77,[],27946710#8,400901674
A,2250,3026.15,1310.00,0,[],0.22619390487670898,1145.70,[],-833500#2,167121171#1
A,2250,2490.24,349.00,0,[],0.45088720321655273,1713.38,[],171750815#0,28037780#0
A,2250,5772.53,1807.00,1,[109],1.4242222309112549,1678.20,[0],366428193#6,28022561
A,2250,3322.59,3791.00,0,[],0.8141987323760986,1581.88,[],-28039391#2,-28025131
A,2250,3410.54,427.00,0,[],0.3758230209350586,1424.46,[],122066624#0,-163566186#5
A,2250,2525.04,295.00,0,[],0.21768689155578613,1666.91,[],156338950#0,-614669116#0
A,2250,2249.22,2600.00,0,[],0.20817852020263672,1843.60,[],448447730,-79707638#1
A,2250,1003.00,274.00,0,[],0.03653097152709961,2023.07,[],-799717919,-732478288#1
A,2250,3437.09,1344.00,0,[],0.4709041118621826,1606.19,[],156338938#0,-28022557
A,2250,4985.80,3292.00,1,[56],1.235060214996338,1707.63,[0],-229076199,4910567#4
A,2250,2259.70,2149.00,0,[],0.449385404586792,1767.00,[],398354894#0,37900666
A,2250,4331.17,2414.00,0,[],0.9052770137786865,900.90,[],-79707631,452551904
A,2250,3907.01,2413.00,0,[],0.6465549468994141,1064.70,[],-243048595,171879650#2
A,2250,5586.36,3918.00,1,[195],1.7414946556091309,1160.27,[0],-155105720#1,163383626#4
A,2250,797.15,2176.00,0,[],0.01501321792602539,2066.42,[],4910570#2,154830592#0
A,2250,1081.38,731.00,0,[],0.03553009033203125,1919.75,[],-616806974#1,-163383001#0
A,2250,3417.59,1760.00,0,[],0.36181116104125977,945.84,[],154830592#3,27994829#6
A,2250,3816.54,2545.00,0,[],0.9668300151824951,923.50,[],154830667#2,28027800#2
A,2250,2262.57,481.00,0,[],0.8507301807403564,1942.77,[],4910564#4,28027796#1
A,2250,2744.95,915.00,0,[],0.6210336685180664,1719.34,[],-27942667#0,86402043#0
A,2250,1241.11,672.00,0,[],0.058049917221069336,2033.37,[],818552205#1,-145038303
A,2250,4293.12,2692.00,0,[],0.8192033767700195,956.64,[],gneE32,-27943766#2
A,2250,585.78,87.00,0,[],0.028023719787597656,2159.31,[],28011550#1,-27928341#0
A,2250,2124.29,3027.00,0,[],0.4398775100708008,1809.53,[],28038935#0,141271792#0
A,2250,1050.95,118.00,0,[],0.08957695960998535,1984.38,[],-163313151#0,-27929296#4
A,2250,174.99,38.00,0,[],0.004503726959228516,2208.69,[],155768982#3,4910564#1
A,2250,2188.90,362.00,0,[],0.18966269493103027,1877.08,[],-850565385,197713164#4
A,2250,1046.72,176.00,0,[],0.07956838607788086,2054.08,[],4947755#4,27943885#2
A,2250,677.31,70.00,0,[],0.01050877571105957,2025.94,[],28037925#0,28039391#6
A,2250,613.03,107.00,0,[],0.01501321792602539,2128.54,[],119926723#5,-159132009#1
A,2250,3652.67,2683.00,0,[],1.2225496768951416,1458.60,[],75313244#1,159131952#1
A,2250,809.39,2334.00,0,[],0.023019790649414062,1989.14,[],141271792#5,137910009#1
A,2250,2785.54,2954.00,0,[],0.5359597206115723,1752.85,[],-27930086,155767977#0
A,2250,760.78,93.00,0,[],0.023021221160888672,2083.88,[],27943766#0,-478364360#0
A,2250,1244.95,639.00,0,[],0.09007740020751953,1952.75,[],101850720#1,-159131967
A,2250,4109.16,3211.00,0,[],0.9062774181365967,1039.52,[],-75313258#3,-171645490
A,2250,3376.08,1027.00,0,[],0.11159586906433105,1272.05,[],121174584#1,799717910
A,2250,8046.82,4840.00,1,[228],2.4215779304504395,1737.36,[0],27946839#1,818552203#3
A,2250,1120.37,222.00,0,[],0.04053449630737305,2045.22,[],163566186#3,-28039469
A,2250,2279.73,2572.00,0,[],0.7506442070007324,1885.54,[],-198725308#1,171879642#1
A,2250,213.14,99.00,0,[],0.004503726959228516,2187.71,[],28081598#1,172454782#2
A,2250,1774.55,786.00,0,[],0.291750431060791,1893.13,[],155767482,-28039375#0
A,2250,2845.69,4179.00,0,[],0.3803255558013916,1702.19,[],28022555#1,163566222
A,2250,2600.05,2223.00,0,[],0.8782539367675781,1785.76,[],679601200#0,589896292#1
A,2250,1888.98,1772.00,0,[],0.3142697811126709,1829.37,[],-171647548#4,-159131996#2
A,2250,2552.13,1542.00,0,[],0.5724911689758301,1846.99,[],-122066617#2,28078586
A,2250,2752.66,1533.00,0,[],0.5474700927734375,1763.34,[],-90542365#7,-353919596
A,2250,2747.52,1325.00,0,[],0.2917506694793701,1708.20,[],847193371#2,-187746138#5
A,2250,7609.95,5463.00,1,[193],1.4827721118927002,1506.14,[0],325259851#1,3661460#1
A,2250,2203.26,263.00,0,[],0.4518868923187256,1627.86,[],27994860#1,-28082116#1
A,2250,2277.02,3093.00,0,[],0.39433884620666504,1705.21,[],-28038923#4,-155768539#0
A,2250,2815.91,2605.00,0,[],1.1675024032592773,1751.22,[],592693567#1,-159131970#2
A,2250,8086.74,2772.00,1,[219],2.906494617462158,934.21,[1],-159132023#1,630379133
A,2250,3167.48,3316.00,0,[],0.881256103515625,1577.43,[],168346696#2,-171652556#1
A,2250,4810.08,4474.00,0,[],1.2365608215332031,1368.86,[],163313151#4,-3663345#2
A,2250,1273.65,274.00,0,[],0.12160444259643555,2061.41,[],-170161111,30264279#0
A,2250,2617.15,1254.00,0,[],0.6460542678833008,1698.99,[],353898756#0,-4721531#7
A,2250,2332.22,246.00,0,[],0.2872464656829834,1701.64,[],-28038166,-171879633#4
A,2250,2799.41,3237.00,0,[],0.4814140796661377,1492.06,[],196377630#1,27946566#0
A,2250,1869.41,923.00,0,[],0.35530519485473633,1809.08,[],159257688,-168609056#1
A,2250,4469.25,445.00,0,[],0.8197033405303955,855.16,[],122066612#0,-27946464#1
A,2250,4287.39,2629.00,0,[],1.4577510356903076,1715.99,[],30076496#3,27946919#1
A,2250,3678.13,1397.00,1,[-27],0.8462255001068115,1237.13,[0],678815703#1,-4910569#3
A,2250,2446.46,1960.00,0,[],0.6515583992004395,1820.97,[],-378559842#8,28025126#4
A,2250,3651.06,2785.00,0,[],0.5194470882415771,1258.82,[],27683082#0,-47441103#1
A,2250,3059.76,326.00,0,[],0.28624534606933594,1601.29,[],156340405#0,28008883
A,2250,4236.22,1221.00,0,[],0.2557206153869629,875.56,[],-27683077#0,-155105717#4
A,2250,1602.98,211.00,0,[],0.06605720520019531,1895.11,[],28021640#2,4816237#0
A,2250,7029.31,3575.00,1,[195],2.3345024585723877,1981.30,[0],-159131952#1,229076199
A,2250,3504.93,3999.00,0,[],0.7176156044006348,1362.66,[],-798784,144335316#0
A,2250,2282.80,650.00,0,[],0.4043464660644531,1903.37,[],159131977,-145039123#1
A,2250,3875.67,3546.00,0,[],0.8807559013366699,1601.97,[],-27944075#1,30342903#1
A,2250,1975.99,3490.00,0,[],0.18966317176818848,1785.47,[],798950#0,25491687#0
A,2250,2241.95,1097.00,0,[],0.5224478244781494,1871.51,[],156428064#7,799957#1
A,2250,2001.01,1805.00,0,[],0.2987558841705322,1930.02,[],-4721472#2,-163566243#6
A,2250,2129.77,351.00,0,[],0.22669363021850586,1895.84,[],171648204#0,159131938#0
A,2250,3222.48,2802.00,0,[],0.7911787033081055,1569.42,[],613788728#0,353468982#0
A,2250,3301.60,617.00,0,[],0.5794966220855713,1494.05,[],341760642#3,-36894917#1
A,2250,2861.19,503.00,0,[],0.4203612804412842,1742.46,[],317949606#1,163313151#0
A,2250,2078.31,268.00,0,[],0.21918845176696777,1726.02,[],28038946,25491956#2
A,2250,1996.73,1076.00,0,[],0.402846097946167,1847.55,[],4947755#3,81027372#2
A,2250,1437.14,2412.00,0,[],0.05704855918884277,1884.90,[],gneE11,669870648#0
A,2250,756.13,633.00,0,[],0.03502917289733887,2125.69,[],-3697939,802716643
A,2250,3337.75,2771.00,0,[],1.050400733947754,1542.58,[],-155765294#3,-47441314#2
A,2250,1567.87,156.00,0,[],0.1936652660369873,1917.47,[],-213930985#2,27927988#4
A,2250,2248.66,355.00,0,[],0.5089354515075684,1697.70,[],37077783#2,317949606#1
A,2250,1650.51,603.00,0,[],0.13361406326293945,1970.48,[],37077783#4,28039368#2
A,2250,3418.75,397.00,0,[],0.662567138671875,1450.78,[],-856282420#3,-28013729#2
A,2250,2864.65,1983.00,0,[],0.47690916061401367,1413.42,[],28174535#0,478364357#1
A,2250,2329.51,278.00,0,[],0.14862656593322754,1833.71,[],-28011515#8,-4947755#2
A,2250,330.12,39.00,0,[],0.006004810333251953,2181.44,[],-4808622#3,-27929527#4
A,2250,2861.11,3028.00,0,[],0.6260364055633545,1657.24,[],79513512#0,-28038943#0
A,2250,2418.51,1131.00,0,[],0.62103271484375,1783.61,[],-250134165#4,-341760642#4
A,2250,4427.62,989.00,0,[],0.6360456943511963,898.46,[],-159131996#2,-799963#0
A,2250,1238.93,1395.00,0,[],0.17014575004577637,2011.17,[],-495065367,818516141#0
A,2250,2961.08,291.00,0,[],0.5519731044769287,1487.93,[],-28039426#3,27683077#0
A,2250,1537.31,218.00,0,[],0.06655716896057129,1888.34,[],22948406#1,824491853#1
A,2250,899.99,747.00,0,[],0.024521350860595703,2076.97,[],155768703,798950#0
A,2250,2492.19,1697.00,0,[],0.687089204788208,1769.15,[],671962681,170156790#2
A,2250,1936.58,2179.00,0,[],0.3898344039916992,1945.90,[],-184507815#2,3650041#1
A,2250,1187.27,143.00,0,[],0.17064619064331055,2038.07,[],242815109#0,-35277147#0
A,2250,910.01,112.00,0,[],0.03903317451477051,2001.33,[],28078731#2,-27943783#0
A,2250,1474.71,2192.00,0,[],0.1251072883605957,1992.77,[],-155768539#1,154689110#10
A,2250,1273.14,497.00,0,[],0.11459851264953613,2013.48,[],27943463,3650048#1
A,2250,6684.94,4863.00,1,[151],1.870105504989624,1411.17,[0],-28039373,100808567
A,2250,5521.18,4798.00,1,[35],1.8926236629486084,1718.66,[0],-28037665,155799178#2
A,2250,3360.94,2831.00,0,[],0.48991990089416504,1501.81,[],-592421473#4,-75313254#0
A,2250,3633.26,998.00,0,[],1.0078644752502441,1617.05,[],171648623#2,27946748
A,2250,150.52,26.00,0,[],0.0010008811950683594,2230.26,[],4816152#0,4816152#3
A,2250,341.17,33.00,0,[],0.00350189208984375,2139.91,[],-28011515#4,28011515#8
A,2250,2430.97,928.00,0,[],0.4764080047607422,1750.38,[],-3650041#0,28008881#8
A,2250,2300.77,3002.00,0,[],0.2056751251220703,1720.77,[],-27683075#2,163566213#7
A,2250,851.25,153.00,0,[],0.05304574966430664,2090.11,[],-170161111,-639837639
A,2250,1331.87,484.00,0,[],0.15263032913208008,1999.17,[],-75313258#4,-168617599#1
A,2250,1344.94,155.00,0,[],0.037032365798950195,1944.69,[],23315374#3,154700022#0
A,2250,5317.46,1599.00,1,[58],1.6599242687225342,1583.25,[0],159238324#1,-47441103#1
A,2250,682.34,89.00,0,[],0.0220186710357666,2084.98,[],4947755#0,-75354224#1
A,2250,3418.94,1625.00,0,[],1.0854315757751465,1573.98,[],333255627,-732478286
A,2250,1992.96,625.00,0,[],0.2111809253692627,1804.50,[],154700014#3,75313258#0
A,2250,2639.67,1375.00,0,[],0.14612531661987305,1702.12,[],783673#1,-28020826#5
A,2250,1475.58,727.00,0,[],0.2607228755950928,1961.12,[],360828844#4,-172067277#7
A,2250,3325.90,3554.00,0,[],0.6540613174438477,1686.04,[],117733395#1,773078941
A,2250,3294.58,2773.00,0,[],0.7591519355773926,1733.50,[],260900807#2,-163566186#5
A,2250,1363.91,147.00,0,[],0.0440371036529541,1899.34,[],27930036#0,-159131955#1
A,2250,758.14,75.00,0,[],0.017014503479003906,2059.72,[],478364360#1,-620786542#0
A,2250,3234.54,507.00,0,[],0.8712465763092041,1524.39,[],243211510#3,435046677
A,2250,5907.12,2510.00,1,[58],1.896627426147461,1835.15,[0],159238300,-672381827#0
A,2250,2040.63,811.00,0,[],0.5199449062347412,1896.32,[],4721523#1,210508717
A,2250,2439.32,875.00,0,[],0.5789964199066162,1857.94,[],79513885#2,86326093#3
A,2250,2174.04,166.00,0,[],0.25922155380249023,1535.58,[],-686196791#4,-28028735#0
A,2250,3050.79,2116.00,0,[],1.1690022945404053,1505.55,[],196376299#2,4685244#0
A,2250,3234.01,1196.00,0,[],0.6635689735412598,1638.82,[],-156464857#0,-28008881#10
A,2250,3129.55,915.00,0,[],0.7851734161376953,1667.90,[],163383001#1,-662745678#0
A,2250,2108.59,229.00,0,[],0.34479618072509766,1606.62,[],169859207#0,27946570#1
A,2250,2048.83,309.00,0,[],0.1376180648803711,1812.03,[],-672381827#1,-4910567#2
A,2250,1679.80,673.00,0,[],0.15513277053833008,1924.90,[],163383001#0,197713163#3
A,2250,943.86,113.00,0,[],0.05254507064819336,2072.36,[],27934955#0,-685522508#0
A,2250,1898.23,893.00,0,[],0.1616382598876953,1881.54,[],171750816#0,28011532#0
A,2250,2149.25,2412.00,0,[],0.2382042407989502,1744.85,[],198647720#0,28037849#1
A,2250,1662.74,1977.00,0,[],0.11659979820251465,1957.76,[],-677520998,156428064#8
A,2250,2824.18,410.00,0,[],0.32778096199035645,1652.42,[],-28008878#0,25491992
A,2250,3685.12,3259.00,0,[],0.7901780605316162,1598.29,[],-159131996#0,4721531#5
A,2250,1512.73,186.00,0,[],0.14862632751464844,1913.51,[],28081598#0,-163313156#2
A,2250,5574.97,2335.00,1,[93],1.590364694595337,1438.18,[0],-28028735#5,-168346696#6
A,2250,97.15,19.00,0,[],0.002001523971557617,2232.59,[],8056011,-27928341#0
A,2250,3559.05,690.00,0,[],0.6110236644744873,1379.86,[],-156338941#0,-159131949#1
A,2250,2027.06,1326.00,0,[],0.2527174949645996,1831.06,[],242436126,4810769#3
A,2250,2251.15,459.00,0,[],0.2752351760864258,1841.47,[],28038939#5,-684884460#5
A,2250,2289.16,555.00,0,[],0.1546323299407959,1604.14,[],190432831#2,3661460#0
A,2250,3448.36,420.00,0,[],0.8407211303710938,1381.07,[],-169251304#1,-27943848
A,2250,2086.72,2429.00,0,[],0.16263818740844727,1878.68,[],4816177#1,27683075#4
A,2250,2495.57,4631.00,0,[],0.6535601615905762,1818.92,[],-198647720#1,394589798
A,2250,2384.68,666.00,0,[],0.5694882869720459,1775.87,[],154700014#11,gneE3
A,2250,1072.09,251.00,0,[],0.05704832077026367,2042.07,[],353267810#1,355248654
A,2250,2092.35,1064.00,0,[],0.20267295837402344,1772.19,[],-4818942#10,-47441314#2
A,2250,2477.11,470.00,0,[],0.4313697814941406,1691.20,[],317949606#2,37077833
A,2250,2628.31,782.00,0,[],0.6995999813079834,1698.61,[],684014248#0,-28028733#5
A,2250,3193.46,708.00,0,[],0.13111305236816406,1356.15,[],-799972,448620546#0
A,2250,715.24,616.00,0,[],0.045538902282714844,2100.50,[],163566191#4,163382997
